#Organism/Name	Kingdom	Group	SubGroup	Size (Mb)	Chrs	Organelles	Plasmids	BioProjects
Afipia broomeae	Bacteria	Proteobacteria	Alphaproteobacteria	5.26197	-	-	-	1
Afipia clevelandensis	Bacteria	Proteobacteria	Alphaproteobacteria	4.39955	-	-	-	1
Afipia felis	Bacteria	Proteobacteria	Alphaproteobacteria	4.20329	-	-	-	1
African cassava mosaic virus	Viruses	ssDNA viruses	Geminiviridae	0.005503	2	-	-	1
African elephant polyomavirus 1	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.005722	1	-	-	1
African green monkey polyomavirus	Viruses	dsDNA viruses, no RNA stage	Polyomaviridae	0.00527	1	-	-	1
African green monkey simian foamy virus	Viruses	Retro-transcribing viruses	Retroviridae	0.013111	1	-	-	1
African horse sickness virus	Viruses	dsRNA viruses	Reoviridae	0.019524	10	-	-	1
African oil palm ringspot virus	Viruses	ssRNA viruses	Betaflexiviridae	0.007781	1	-	-	1
African swine fever virus	Viruses	dsDNA viruses, no RNA stage	Asfarviridae	0.182284	1	-	-	4
Agaricus bisporus	Eukaryota	Fungi	Basidiomycetes	32.6144	-	-	-	2
Agarivorans albus	Bacteria	Proteobacteria	Gammaproteobacteria	4.73428	-	-	-	1
Ageratum Yellow vein China virus - OX1	Viruses	ssDNA viruses	Geminiviridae	0.002739	1	-	-	1
Ageratum enation alphasatellite	Viruses	Satellites	unclassified	0.001378	1	-	-	1
Ageratum enation virus	Viruses	ssDNA viruses	Geminiviridae	0.002746	1	-	-	1
Ageratum latent virus	Viruses	ssRNA viruses	Bromoviridae	0.008577	3	-	-	1
Ageratum leaf curl Buea betasatellite	Viruses	Satellites	unclassified	0.001259	1	-	-	1
Ageratum leaf curl Cameroon alphasatellite	Viruses	Satellites	unclassified	0.001383	1	-	-	1
Ageratum leaf curl Cameroon betasatellite	Viruses	Satellites	unclassified	0.001389	1	-	-	1
Ageratum leaf curl Cameroon virus	Viruses	ssDNA viruses	Geminiviridae	0.002792	1	-	-	1
Ageratum leaf curl betasatellite	Viruses	Satellites	unclassified	0.001335	1	-	-	1
Ageratum leaf curl virus - [G52]	Viruses	ssDNA viruses	Geminiviridae	0.002735	1	-	-	1
Ageratum yellow leaf curl betasatellite	Viruses	Satellites	unclassified	0.001351	1	-	-	1
Ageratum yellow vein China alphasatellite	Viruses	Satellites	unclassified	0.001365	1	-	-	1
Ageratum yellow vein China betasatellite	Viruses	Satellites	unclassified	0.001323	1	-	-	1
Ageratum yellow vein China virus	Viruses	ssDNA viruses	Geminiviridae	0.002768	1	-	-	1
Ageratum yellow vein Hualian virus	Viruses	ssDNA viruses	Geminiviridae	0.002756	1	-	-	1
Ageratum yellow vein Singapore alphasatellite	Viruses	Satellites	unclassified	0.00136	1	-	-	1
Ageratum yellow vein Sri Lanka virus	Viruses	ssDNA viruses	Geminiviridae	0.002748	1	-	-	1
Ageratum yellow vein Taiwan virus	Viruses	ssDNA viruses	Geminiviridae	0.002734	1	-	-	1
Ageratum yellow vein betasatellite	Viruses	Satellites	unclassified	0.001347	1	-	-	1
Ageratum yellow vein virus	Viruses	ssDNA viruses	Geminiviridae	0.002741	1	-	-	1
Aggregatibacter actinomycetemcomitans	Bacteria	Proteobacteria	Gammaproteobacteria	2.40274	2	-	2	21
Aggregatibacter aphrophilus	Bacteria	Proteobacteria	Gammaproteobacteria	2.31304	1	-	-	3
Aggregatibacter segnis	Bacteria	Proteobacteria	Gammaproteobacteria	2.01201	-	-	-	1
Aggregatibacter sp.	Bacteria	Proteobacteria	Gammaproteobacteria	2.01662	-	-	-	1
Agrilus planipennis	Eukaryota	Animals	Insects	353.547	-	-	-	1
Agrobacterium	Bacteria	Proteobacteria	Alphaproteobacteria	5.57377	2	-	1	6
Agrobacterium albertimagni	Bacteria	Proteobacteria	Alphaproteobacteria	5.08506	-	-	-	1
Agrobacterium fabrum	Bacteria	Proteobacteria	Alphaproteobacteria	5.67426	2	-	2	1
Agrobacterium larrymoorei	Bacteria	Proteobacteria	Alphaproteobacteria	5.16333	-	-	-	1
Agrobacterium phage 7-7-1	Viruses	dsDNA viruses, no RNA stage	Myoviridae	0.069391	1	-	-	1
Agrobacterium rhizogenes	Bacteria	Proteobacteria	Alphaproteobacteria	7.07031	-	-	2	2
Agrobacterium tumefaciens	Bacteria	Proteobacteria	Alphaproteobacteria	7.2733	2	-	5	13
Agrobacterium vitis	Bacteria	Proteobacteria	Alphaproteobacteria	6.32095	2	-	5	1
Agrococcus lahaulensis	Bacteria	Actinobacteria	Actinobacteria	2.67784	-	-	-	1
Agrococcus pavilionensis	Bacteria	Actinobacteria	Actinobacteria	2.8784	-	-	-	1
Agromyces italicus	Bacteria	Actinobacteria	Actinobacteria	3.7305	-	-	-	1
Agromyces subbeticus	Bacteria	Actinobacteria	Actinobacteria	4.30392	-	-	-	1
Agropyron mosaic virus	Viruses	ssRNA viruses	Potyviridae	0.00954	1	-	-	1
Agrotis ipsilon multiple nucleopolyhedrovirus	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	0.155122	1	-	-	1
Agrotis segetum granulovirus	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	0.13168	1	-	-	1
Agrotis segetum nucleopolyhedrovirus	Viruses	dsDNA viruses, no RNA stage	Baculoviridae	0.147544	1	-	-	1
Aguacate virus	Viruses	ssRNA viruses	Bunyaviridae	0.012408	3	-	-	1
Ahrensia	Bacteria	Proteobacteria	Alphaproteobacteria	3.73105	-	-	-	2
Ahrensia kielensis	Bacteria	Proteobacteria	Alphaproteobacteria	3.36477	-	-	-	1
Aichivirus A	Viruses	ssRNA viruses	Picornaviridae	0.008251	1	-	-	1
Aichivirus B	Viruses	ssRNA viruses	Picornaviridae	0.008374	1	-	-	1
Aichivirus C	Viruses	ssRNA viruses	Picornaviridae	0.00821	1	-	-	1
Ailuropoda melanoleuca	Eukaryota	Animals	Mammals	2299.49	-	1	-	1
Ajellomyces capsulatus	Eukaryota	Fungi	Ascomycetes	46.124	-	-	-	6
Ajellomyces dermatitidis	Eukaryota	Fungi	Ascomycetes	75.4047	-	-	-	5
Akabane virus	Viruses	ssRNA viruses	Bunyaviridae	0.012035	3	-	-	1
Akkermansia muciniphila	Bacteria	Chlamydiae/Verrucomicrobia group	Verrucomicrobia	2.6641	1	-	-	2
Alatina moseri	Eukaryota	Animals	Other Animals	1544.15	-	8	-	1
Albidiferax ferrireducens	Bacteria	Proteobacteria	Betaproteobacteria	4.96978	1	-	1	1
Albugo candida	Eukaryota	Protists	Other Protists	33.8236	-	-	-	3
Alcaligenes	Bacteria	Proteobacteria	Betaproteobacteria	7.13895	-	-	-	3
Alcaligenes faecalis	Bacteria	Proteobacteria	Betaproteobacteria	4.24831	-	-	-	2
Alcanivorax	Bacteria	Proteobacteria	Gammaproteobacteria	4.74386	-	-	-	5
Alcanivorax borkumensis	Bacteria	Proteobacteria	Gammaproteobacteria	3.12014	1	-	-	1
Alcanivorax dieselolei	Bacteria	Proteobacteria	Gammaproteobacteria	4.92822	1	-	-	1
Alcanivorax hongdengensis	Bacteria	Proteobacteria	Gammaproteobacteria	3.66488	-	-	-	1
Alcanivorax pacificus	Bacteria	Proteobacteria	Gammaproteobacteria	4.13744	-	-	-	1
Alcelaphine herpesvirus 1	Viruses	dsDNA viruses, no RNA stage	Herpesviridae	0.130608	1	-	-	1
Aleutian mink disease virus	Viruses	ssDNA viruses	Parvoviridae	0.004801	1	-	-	1
Alfalfa mosaic virus	Viruses	ssRNA viruses	Bromoviridae	0.008274	3	-	-	1
Algerian watermelon mosaic virus	Viruses	ssRNA viruses	Potyviridae	0.009842	1	-	-	1
Algicola sagamiensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.34128	-	-	-	1
Algoriphagus machipongonensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.78772	1	-	-	1
Algoriphagus mannitolivorans	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.15295	-	-	-	1
Algoriphagus marincola	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.43168	-	-	-	2
Algoriphagus terrigena	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.78338	-	-	-	1
Algoriphagus vanfongensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.71206	-	-	-	1
Aliagarivorans marinus	Bacteria	Proteobacteria	Gammaproteobacteria	4.87835	-	-	-	1
Aliagarivorans taiwanensis	Bacteria	Proteobacteria	Gammaproteobacteria	4.41327	-	-	-	1
Alicycliphilus	Bacteria	Proteobacteria	Betaproteobacteria	3.00778	-	-	-	1
Alicycliphilus denitrificans	Bacteria	Proteobacteria	Betaproteobacteria	5.07075	1	-	2	2
Alicyclobacillus acidocaldarius	Bacteria	Firmicutes	Bacilli	3.20569	1	-	3	3
Alicyclobacillus acidoterrestris	Bacteria	Firmicutes	Bacilli	4.06355	-	-	-	1
Alicyclobacillus contaminans	Bacteria	Firmicutes	Bacilli	3.27232	-	-	-	1
Alicyclobacillus herbarius	Bacteria	Firmicutes	Bacilli	3.31051	-	-	-	1
Alicyclobacillus hesperidum	Bacteria	Firmicutes	Bacilli	2.96716	-	-	-	1
Alicyclobacillus macrosporangiidus	Bacteria	Firmicutes	Bacilli	4.09165	-	-	-	1
Alicyclobacillus pohliae	Bacteria	Firmicutes	Bacilli	3.36352	-	-	-	1
Alicyclobacillus pomorum	Bacteria	Firmicutes	Bacilli	3.39856	-	-	-	1
Aliihoeflea	Bacteria	Proteobacteria	Alphaproteobacteria	4.14324	-	-	-	1
Aliivibrio fischeri	Bacteria	Proteobacteria	Gammaproteobacteria	4.50334	2	-	4	4
Aliivibrio logei	Bacteria	Proteobacteria	Gammaproteobacteria	5.28811	-	-	-	2
Aliivibrio salmonicida	Bacteria	Proteobacteria	Gammaproteobacteria	4.65566	2	-	4	1
Alishewanella aestuarii	Bacteria	Proteobacteria	Gammaproteobacteria	3.58805	-	-	-	1
Alishewanella agri	Bacteria	Proteobacteria	Gammaproteobacteria	3.49171	-	-	-	1
Alishewanella jeotgali	Bacteria	Proteobacteria	Gammaproteobacteria	3.83136	-	-	-	1
Alistipes	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.46461	-	-	-	1
Alistipes finegoldii	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.73424	1	-	-	1
Alistipes indistinctus	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.85543	-	-	-	1
Alistipes onderdonkii	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.86565	-	-	-	1
Alistipes putredinis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.55068	-	-	-	1
Alistipes senegalensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.01761	-	-	-	1
Alistipes shahii	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.76332	1	-	-	1
Alistipes timonensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	3.48961	-	-	-	1
Alkalibacillus haloalkaliphilus	Bacteria	Firmicutes	Bacilli	2.90806	-	-	-	1
Alkalibacterium	Bacteria	Firmicutes	Bacilli	2.32805	-	-	-	1
Alkaliflexus imshenetskii	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.12227	-	-	-	1
Alkalilimnicola ehrlichii	Bacteria	Proteobacteria	Gammaproteobacteria	3.27594	1	-	-	1
Alkaliphilus metalliredigens	Bacteria	Firmicutes	Clostridia	4.92957	1	-	-	1
Alkaliphilus oremlandii	Bacteria	Firmicutes	Clostridia	3.12356	1	-	-	1
Alkaliphilus transvaalensis	Bacteria	Firmicutes	Clostridia	4.02484	-	-	-	1
Alkanindiges illinoisensis	Bacteria	Proteobacteria	Gammaproteobacteria	3.29941	-	-	-	1
Alkhumra hemorrhagic fever virus	Viruses	ssRNA viruses	Flaviviridae	0.010685	1	-	-	1
Allamanda leaf curl virus	Viruses	ssDNA viruses	Geminiviridae	0.002755	1	-	-	1
Allamanda leaf mottle distortion virus	Viruses	ssDNA viruses	Geminiviridae	0.002772	1	-	-	1
Alligator mississippiensis	Eukaryota	Animals	Other Animals	2174.26	-	1	-	1
Alligator sinensis	Eukaryota	Animals	Other Animals	2270.57	-	1	-	1
Allium virus X	Viruses	ssRNA viruses	Alphaflexiviridae	0.007118	1	-	-	1
Allobaculum stercoricanis	Bacteria	Firmicutes	Erysipelotrichia	2.05288	-	-	-	1
Allochromatium vinosum	Bacteria	Proteobacteria	Gammaproteobacteria	3.66907	1	-	2	1
Allofustis seminis	Bacteria	Firmicutes	Bacilli	1.44129	-	-	-	1
Alloiococcus otitis	Bacteria	Firmicutes	Bacilli	1.8066	-	-	-	1
Allokutzneria albata	Bacteria	Actinobacteria	Actinobacteria	8.51683	-	-	-	1
Allomyces macrogynus	Eukaryota	Fungi	Other Fungi	57.0606	-	1	-	1
Alloprevotella	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.55359	-	-	-	1
Alloprevotella rava	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.59387	-	-	-	1
Alloprevotella tannerae	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	2.58572	-	-	-	1
Alloscardovia omnicolens	Bacteria	Actinobacteria	Actinobacteria	1.84715	-	-	-	2
Allpahuayo virus	Viruses	ssRNA viruses	Arenaviridae	0.010396	2	-	-	1
Alphacoronavirus 1	Viruses	ssRNA viruses	Coronaviridae	0.029355	1	-	-	6
Alphacoronavirus 2	Viruses	ssRNA viruses	Coronaviridae	0.028941	1	-	-	1
Alphapapillomavirus 10	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007902	1	-	-	1
Alphapapillomavirus 12	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.008028	1	-	-	1
Alphapapillomavirus 13	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007759	1	-	-	1
Alphapapillomavirus 3	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007989	1	-	-	1
Alphapapillomavirus 4	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.00786	1	-	-	1
Alphapapillomavirus 7	Viruses	dsDNA viruses, no RNA stage	Papillomaviridae	0.007857	1	-	-	1
Alphavirus	Viruses	ssRNA viruses	Togaviridae	1.14353	98	-	-	1
Alstroemeria virus x	Viruses	ssRNA viruses	Alphaflexiviridae	0.007009	1	-	-	1
Alternanthera mosaic virus	Viruses	ssRNA viruses	Alphaflexiviridae	0.006607	1	-	-	1
Alternanthera yellow vein betasatellite	Viruses	Satellites	unclassified	0.001344	1	-	-	1
Alternanthera yellow vein virus	Viruses	ssDNA viruses	Geminiviridae	0.002745	1	-	-	1
Alternaria alternata virus 1	Viruses	dsRNA viruses	unclassified	0.010357	4	-	-	1
Alternaria arborescens	Eukaryota	Fungi	Ascomycetes	33.8894	-	-	-	1
Alternaria brassicicola	Eukaryota	Fungi	Ascomycetes	29.5365	-	-	-	1
Alteromonadales bacterium TW-7	Bacteria	Proteobacteria	Gammaproteobacteria	4.10495	-	-	-	1
Alteromonas	Bacteria	Proteobacteria	Gammaproteobacteria	4.97215	1	-	-	2
Alteromonas australica	Bacteria	Proteobacteria	Gammaproteobacteria	4.30883	1	-	-	1
Alteromonas macleodii	Bacteria	Proteobacteria	Gammaproteobacteria	4.94713	1	-	1	13
Alteromonas phage vB_AmaP_AD45-P	Viruses	dsDNA viruses, no RNA stage	Podoviridae	0.10391	1	-	-	1
Amanita jacksonii	Eukaryota	Fungi	Basidiomycetes	30.8564	-	-	-	1
Amapari virus	Viruses	ssRNA viruses	Arenaviridae	0.010387	2	-	-	1
Amaranthus tuberculatus	Eukaryota	Plants	Land Plants	4.34798	-	-	-	1
Amasya cherry disease associated chrysovirus	Viruses	dsRNA viruses	Chrysoviridae	0.011858	4	-	-	1
Amasya cherry disease-associated mycovirus	Viruses	dsRNA viruses	Partitiviridae	0.003841	2	-	-	1
Amazon lily mild mottle virus	Viruses	ssRNA viruses	Bromoviridae	0.008206	3	-	-	1
Amazona vittata	Eukaryota	Animals	Birds	1175.4	-	-	-	1
Amborella trichopoda	Eukaryota	Plants	Land Plants	706.333	-	1	-	1
Ambystoma tigrinum virus	Viruses	dsDNA viruses, no RNA stage	Iridoviridae	0.106332	1	-	-	1
American bat vesiculovirus TFFN-2013	Viruses	ssRNA viruses	Rhabdoviridae	0.010692	1	-	-	1
American grass carp reovirus	Viruses	dsRNA viruses	Reoviridae	0.023576	11	-	-	1
American hop latent virus	Viruses	ssRNA viruses	Betaflexiviridae	0.008601	1	-	-	1
American plum line pattern virus	Viruses	ssRNA viruses	Bromoviridae	0.00783	3	-	-	1
Aminiphilus circumscriptus	Bacteria	Synergistetes	Synergistia	3.22321	-	-	-	1
Aminobacter	Bacteria	Proteobacteria	Alphaproteobacteria	4.23463	-	-	-	1
Aminobacterium colombiense	Bacteria	Synergistetes	Synergistia	1.98059	1	-	-	1
Aminobacterium mobile	Bacteria	Synergistetes	Synergistia	2.10597	-	-	-	1
Aminomonas paucivorans	Bacteria	Synergistetes	Synergistia	2.63017	1	-	-	1
Ammonifex degensii	Bacteria	Firmicutes	Clostridia	2.15707	1	-	1	1
Amorphus coralli	Bacteria	Proteobacteria	Alphaproteobacteria	4.31754	-	-	-	1
Amphibacillus jilinensis	Bacteria	Firmicutes	Bacilli	3.8366	-	-	-	1
Amphibacillus xylanus	Bacteria	Firmicutes	Bacilli	2.56949	1	-	-	1
Amphimedon queenslandica	Eukaryota	Animals	Other Animals	166.7	-	1	-	1
Amphritea japonica	Bacteria	Proteobacteria	Gammaproteobacteria	3.79953	-	-	-	1
Ampullariella violaceochromogenes	Bacteria	Actinobacteria	Actinobacteria	9.51086	-	-	-	1
Amsacta moorei entomopoxvirus 'L'	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.232392	1	-	-	1
Amycolatopsis	Bacteria	Actinobacteria	Actinobacteria	8.39431	-	-	-	2
Amycolatopsis alba	Bacteria	Actinobacteria	Actinobacteria	9.81127	-	-	-	1
Amycolatopsis azurea	Bacteria	Actinobacteria	Actinobacteria	9.22345	-	-	-	1
Amycolatopsis balhimycina	Bacteria	Actinobacteria	Actinobacteria	10.8585	-	-	-	1
Amycolatopsis benzoatilytica	Bacteria	Actinobacteria	Actinobacteria	8.70427	-	-	1	1
Amycolatopsis decaplanina	Bacteria	Actinobacteria	Actinobacteria	8.53328	-	-	-	1
Amycolatopsis halophila	Bacteria	Actinobacteria	Actinobacteria	5.5513	-	-	-	1
Amycolatopsis japonica	Bacteria	Actinobacteria	Actinobacteria	9.05386	-	-	-	1
Amycolatopsis jejuensis	Bacteria	Actinobacteria	Actinobacteria	10.1036	-	-	-	1
Amycolatopsis mediterranei	Bacteria	Actinobacteria	Actinobacteria	10.2862	1	-	1	6
Amycolatopsis methanolica	Bacteria	Actinobacteria	Actinobacteria	7.19686	-	-	-	1
Amycolatopsis nigrescens	Bacteria	Actinobacteria	Actinobacteria	9.11101	-	-	-	1
Amycolatopsis orientalis	Bacteria	Actinobacteria	Actinobacteria	9.44531	1	-	1	4
Amycolatopsis rifamycinica	Bacteria	Actinobacteria	Actinobacteria	9.20242	-	-	-	1
Amycolatopsis taiwanensis	Bacteria	Actinobacteria	Actinobacteria	8.77751	-	-	-	1
Amycolatopsis thermoflava	Bacteria	Actinobacteria	Actinobacteria	8.69347	-	-	-	1
Amycolatopsis vancoresmycina	Bacteria	Actinobacteria	Actinobacteria	9.83765	-	-	-	2
Amycolicicoccus subflavus	Bacteria	Actinobacteria	Actinobacteria	4.86349	1	-	2	1
Anabaena	Bacteria	Cyanobacteria	Nostocales	5.88674	2	-	3	2
Anabaena cylindrica	Bacteria	Cyanobacteria	Nostocales	7.06328	1	-	6	1
Anabaena variabilis	Bacteria	Cyanobacteria	Nostocales	7.10575	2	-	3	1
Anaeroarcus burkinensis	Bacteria	Firmicutes	Negativicutes	3.33846	-	-	-	1
Anaerobaculum hydrogeniformans	Bacteria	Synergistetes	Synergistia	2.31791	-	-	-	1
Anaerobaculum mobile	Bacteria	Synergistetes	Synergistia	2.1607	1	-	-	1
Anaerobiospirillum succiniciproducens	Bacteria	Proteobacteria	Gammaproteobacteria	3.80474	-	-	-	1
Anaerococcus	Bacteria	Firmicutes	Clostridia	2.25517	-	-	-	2
Anaerococcus hydrogenalis	Bacteria	Firmicutes	Clostridia	1.98153	-	-	-	2
Anaerococcus lactolyticus	Bacteria	Firmicutes	Clostridia	2.20668	-	-	-	1
Anaerococcus obesiensis	Bacteria	Firmicutes	Clostridia	2.03717	-	-	-	1
Anaerococcus pacaensis	Bacteria	Firmicutes	Clostridia	2.36609	-	-	-	2
Anaerococcus prevotii	Bacteria	Firmicutes	Clostridia	1.99863	1	-	1	2
Anaerococcus senegalensis	Bacteria	Firmicutes	Clostridia	1.79583	-	-	-	1
Anaerococcus tetradius	Bacteria	Firmicutes	Clostridia	2.14535	-	-	-	1
Anaerococcus vaginalis	Bacteria	Firmicutes	Clostridia	1.89177	-	-	-	1
Anaerofustis stercorihominis	Bacteria	Firmicutes	Clostridia	2.2847	-	-	-	1
Anaeroglobus geminatus	Bacteria	Firmicutes	Negativicutes	1.79885	-	-	-	1
Anaerolinea thermophila	Bacteria	Chloroflexi	Anaerolineae	3.53238	1	-	-	1
Anaeromusa acidaminophila	Bacteria	Firmicutes	Negativicutes	3.47581	-	-	-	1
Anaeromyxobacter	Bacteria	Proteobacteria	delta/epsilon subdivisions	5.27799	1	-	-	2
Anaeromyxobacter dehalogenans	Bacteria	Proteobacteria	delta/epsilon subdivisions	5.02933	1	-	-	2
Anaerophaga thermohalophila	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	4.54321	-	-	-	2
Anaerostipes	Bacteria	Firmicutes	Clostridia	3.28632	-	-	-	1
Anaerostipes caccae	Bacteria	Firmicutes	Clostridia	3.60694	-	-	-	1
Anaerostipes hadrus	Bacteria	Firmicutes	Clostridia	2.77765	-	-	-	1
Anaerotruncus	Bacteria	Firmicutes	Clostridia	3.62038	-	-	-	1
Anaerotruncus colihominis	Bacteria	Firmicutes	Clostridia	3.71969	-	-	-	1
Anaerovibrio lipolyticus	Bacteria	Firmicutes	Negativicutes	2.68273	-	-	-	1
Anaerovibrio sp.	Bacteria	Firmicutes	Negativicutes	2.78075	-	-	-	1
Anaerovorax odorimutans	Bacteria	Firmicutes	Clostridia	3.26352	-	-	-	1
Anagyris vein yellowing virus	Viruses	ssRNA viruses	Tymoviridae	0.006151	1	-	-	1
Anaplasma centrale	Bacteria	Proteobacteria	Alphaproteobacteria	1.20681	1	-	-	1
Anaplasma marginale	Bacteria	Proteobacteria	Alphaproteobacteria	1.40943	1	-	-	14
Anaplasma phagocytophilum	Bacteria	Proteobacteria	Alphaproteobacteria	1.51594	1	-	-	9
Anas platyrhynchos	Eukaryota	Animals	Birds	1105.05	-	1	-	1
Anatid herpesvirus 1	Viruses	dsDNA viruses, no RNA stage	Herpesviridae	0.158091	1	-	-	1
Ancylobacter	Bacteria	Proteobacteria	Alphaproteobacteria	5.35455	-	-	-	1
Ancylostoma ceylanicum	Eukaryota	Animals	Roundworms	313.093	-	-	-	1
Andean potato latent virus	Viruses	ssRNA viruses	Tymoviridae	0.006337	1	-	-	1
Andean potato mild mosaic virus	Viruses	ssRNA viruses	Tymoviridae	0.006226	1	-	-	1
Andes virus	Viruses	ssRNA viruses	Bunyaviridae	0.012104	3	-	-	1
Anditalea andensis	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	5.42941	-	-	-	1
Andreprevotia chitinilytica	Bacteria	Proteobacteria	Betaproteobacteria	5.14901	-	-	-	1
Andrographis yellow vein leaf curl betasatellite	Viruses	Satellites	unclassified	0.001379	1	-	-	1
Aneurinibacillus aneurinilyticus	Bacteria	Firmicutes	Bacilli	5.31386	-	-	-	1
Aneurinibacillus terranovensis	Bacteria	Firmicutes	Bacilli	4.24767	-	-	-	1
Angelonia flower break virus	Viruses	ssRNA viruses	Tombusviridae	0.003964	1	-	-	1
Angiostrongylus cantonensis	Eukaryota	Animals	Roundworms	6.2549	-	1	-	1
Angomonas deanei	Eukaryota	Protists	Kinetoplasts	34.1038	-	-	-	2
Angomonas desouzai	Eukaryota	Protists	Kinetoplasts	24.2509	-	-	-	1
Anguilla anguilla	Eukaryota	Animals	Fishes	1018.7	-	1	-	1
Anguilla anguilla circovirus	Viruses	ssDNA viruses	Circoviridae	0.001378	1	-	-	1
Anguilla japonica	Eukaryota	Animals	Fishes	1151.14	-	1	-	1
Anguillid herpesvirus 1	Viruses	dsDNA viruses, no RNA stage	Alloherpesviridae	0.248526	1	-	-	1
Anguillid rhabdovirus	Viruses	ssRNA viruses	Rhabdoviridae	0.011806	1	-	-	1
Anncaliia algerae	Eukaryota	Fungi	Other Fungi	17.5349	-	-	-	3
Anolis carolinensis	Eukaryota	Animals	Reptiles	1799.14	13	1	-	1
Anomala cuprea entomopoxvirus	Viruses	dsDNA viruses, no RNA stage	Poxviridae	0.245717	1	-	-	1
Anopheles albimanus	Eukaryota	Animals	Insects	170.508	-	-	-	1
Anopheles arabiensis	Eukaryota	Animals	Insects	246.568	-	-	-	1
Anopheles atroparvus	Eukaryota	Animals	Insects	224.29	-	-	-	1
Anopheles christyi	Eukaryota	Animals	Insects	172.659	-	-	-	1
Anopheles culicifacies	Eukaryota	Animals	Insects	202.999	-	-	-	1
Anopheles darlingi	Eukaryota	Animals	Insects	136.936	-	1	-	1
Anopheles dirus	Eukaryota	Animals	Insects	216.308	-	-	-	1
Anopheles epiroticus	Eukaryota	Animals	Insects	223.487	-	-	-	1
Anopheles farauti	Eukaryota	Animals	Insects	183.103	-	-	-	1
Anopheles funestus	Eukaryota	Animals	Insects	225.224	-	1	-	1
Anopheles gambiae	Eukaryota	Animals	Insects	265.027	5	1	-	3
Anopheles gambiae densonucleosis virus	Viruses	ssDNA viruses	Parvoviridae	0.004139	1	-	-	1
Anopheles maculatus	Eukaryota	Animals	Insects	141.894	-	-	-	1
Anopheles melas	Eukaryota	Animals	Insects	224.162	-	-	-	1
Anopheles merus	Eukaryota	Animals	Insects	288.049	-	-	-	1
